Taxa,Date,Date type,Date justification,Source,Aka,Epi notes,Misc Notes,Conflict date1,Conflict source1,Conflict date2,Conflict source2
AY394990|HZS2-E|Human|China_Guangdong_Guangzhou|2003.1219,2003-02-07,Estimated date of onset,"These patients were probably contacts of the patients whowas then admitted to the HZS-2 Hospital on 30 January 2003. During his less than 48_h stay in the HZS-2 Hospital, he infected more than 30 hospital staff members and patients: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/",,,"One group was represented by the isolates related to the Hospital HZS-2 outbreak (HZS2-A, HZS2-B, HZS2-C, HZS2-D, HZS2-E, and HGZ8L-2): https://www.science.org/doi/10.1126/science.1092002?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed",,,,,
DQ182595|ZJ0301|Human|China|2003.3027,2003-04-21,Collection date,https://www.viprbrc.org/brc/viprStrainDetails.spg?ncbiAccession=DQ182595&decorator=corona,,,cultured virus in Vero cell inoculate with throat swab from the first patient with severe acute respiratory syndrome (SARS) in Zhejiang,cultured virus in Vero cell inoculate with throat swab from the first patient with severe acute respiratory syndrome (SARS) in Zhejiang,,,,
AY304494|HKU-66078|Human|Hong_Kong|2003.2014,2003-03-15,Estimated date of collection,SARS-CoV strain HKU-66078 (AY304494) was isolated by infection of FRhK-4 cells with the nasopharyngeal aspirate (NPA) of a patient who suffered from SARS in March 2003 in Hong Kong+D106,https://www.intmedpress.com/serveFile.cfm?sUID=b612e8b7-cdd2-4768-8965-29abbe525264,HKU-66078,, isolated by infection of FRhK-4 cells with the nasopharyngeal aspirate (NPA) of a patient ,2003-03-24,https://era.ed.ac.uk/handle/1842/5859,,
AY627044|PC4-115|Civet|China|2004.0396,2004-01-15,Estimated date of collection,"Fig 2: sampling dates are measured as the number of days away from Jan. 1, 2003. PC04 is about 360-380 days away from 1 Jan 2003. So mid-Jan (like others)",,,,,,,,
AY627046|PC4-145|Civet|China|2004.0396,2004-01-15,Estimated date of collection,"Fig 2: sampling dates are measured as the number of days away from Jan. 1, 2003. PC04 is about 360-380 days away from 1 Jan 2003. So mid-Jan (like others)",,,,,,,,
AY627048|PC4-241|Civet|China|2004.0396,2004-01-15,Estimated date of collection,"Fig 2: sampling dates are measured as the number of days away from Jan. 1, 2003. PC04 is about 360-380 days away from 1 Jan 2003. So mid-Jan (like others)",,,,,,,,
AY613951|PC4-127|Civet|China|2004.0396,2004-01-15,Estimated date of collection,"Fig 2: sampling dates are measured as the number of days away from Jan. 1, 2003. PC04 is about 360-380 days away from 1 Jan 2003. So mid-Jan (like others)",,,,,,,,
AY627047|PC4-199|Civet|China|2004.0396,2004-01-15,Estimated date of collection,"Fig 2: sampling dates are measured as the number of days away from Jan. 1, 2003. PC04 is about 360-380 days away from 1 Jan 2003. So mid-Jan (like others)",,,,,,,,
AY613952|PC4-205|Civet|China|2004.0396,2004-01-15,Estimated date of collection,"Fig 2: sampling dates are measured as the number of days away from Jan. 1, 2003. PC04 is about 360-380 days away from 1 Jan 2003. So mid-Jan (like others)",,,,,,,,
AY627045|PC4-137|Civet|China|2004.0396,2004-01-15,Estimated date of collection,"Fig 2: sampling dates are measured as the number of days away from Jan. 1, 2003. PC04 is about 360-380 days away from 1 Jan 2003. So mid-Jan (like others)",,,,,,,,
AY461660|SoD|Human|Russia|2003.3411,2003-05-05,Estimated date of collection,Russian Federation: https://www.who.int/publications/m/item/summary-of-probable-sars-cases-with-onset-of-illness-from-1-november-2002-to-31-july-2003,https://www.who.int/publications/m/item/summary-of-probable-sars-cases-with-onset-of-illness-from-1-november-2002-to-31-july-2003,,,,,,,
AY394985|HSZ-Bb|Human|China_Guangdong_Guangzhou|2003.1219,2003-01-15,Estimated date of onset,"All of the isolates exhibiting this sequence (GZ02, HGZ8L1-A, HSZ-A, HSZ-B, and HSZ-C; Fig. 2) were obtained from patients with contact histories traceable to some of the earliest independent cases in Guangzhou -- see SFig 1 -- set to second week in January: https://www.science.org/doi/full/10.1126/science.1092002#FIG2",https://www.science.org/doi/full/10.1126/science.1092002#FIG2,,"Up to the end of January 2003, several hospitals in Guangzhou (mainly HSZ, GZS-8, HZS-2 and HZS-3) had received and treated quite a few severe patients transferred from its surrounding cities in addition to the local patients: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/",,,,,
AY394994|HSZ-Bc|Human|China_Guangdong_Guangzhou|2003.1219,2003-01-15,Estimated date of onset,"All of the isolates exhibiting this sequence (GZ02, HGZ8L1-A, HSZ-A, HSZ-B, and HSZ-C; Fig. 2) were obtained from patients with contact histories traceable to some of the earliest independent cases in Guangzhou -- see SFig 1 -- set to second week in January: https://www.science.org/doi/full/10.1126/science.1092002#FIG2",https://www.science.org/doi/full/10.1126/science.1092002#FIG2,,"Up to the end of January 2003, several hospitals in Guangzhou (mainly HSZ, GZS-8, HZS-2 and HZS-3) had received and treated quite a few severe patients transferred from its surrounding cities in addition to the local patients: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/",,,,,
AY394995|HSZ_Cc|Human|China_Guangdong_Guangzhou|2003.1219,2003-01-15,Estimated date of onset,"All of the isolates exhibiting this sequence (GZ02, HGZ8L1-A, HSZ-A, HSZ-B, and HSZ-C; Fig. 2) were obtained from patients with contact histories traceable to some of the earliest independent cases in Guangzhou -- see SFig 1 -- set to second week in January: https://www.science.org/doi/full/10.1126/science.1092002#FIG2",https://www.science.org/doi/full/10.1126/science.1092002#FIG2,,"Up to the end of January 2003, several hospitals in Guangzhou (mainly HSZ, GZS-8, HZS-2 and HZS-3) had received and treated quite a few severe patients transferred from its surrounding cities in addition to the local patients: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/",,,,,
AY394986|HSZ-Cb|Human|China_Guangdong_Guangzhou|2003.1219,2003-01-15,Estimated date of onset,"All of the isolates exhibiting this sequence (GZ02, HGZ8L1-A, HSZ-A, HSZ-B, and HSZ-C; Fig. 2) were obtained from patients with contact histories traceable to some of the earliest independent cases in Guangzhou -- see SFig 1 -- set to second week in January: https://www.science.org/doi/full/10.1126/science.1092002#FIG2",https://www.science.org/doi/full/10.1126/science.1092002#FIG2,,"Up to the end of January 2003, several hospitals in Guangzhou (mainly HSZ, GZS-8, HZS-2 and HZS-3) had received and treated quite a few severe patients transferred from its surrounding cities in addition to the local patients: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/",,,,,
AY508724|NS-1|Human|China|2003.2452,2003-xx-xx,No additional information,,,,,REMOVE,,,,
AY394988|JMD|Human|China|2003.1247,2003-xx-xx,No additional information,,,,,REMOVE,,,,
AY463059|ShanghaiQXC1|Human|China_Shanghai|2003.3959,2003-05-25,Date of collection,"which some viral strains isolated later stage
such as ShanghaiQXC1 and ShanghaiQXC2 (isolated on May 25, 2003, personnel communication with
Dr. Zhenghong Yuan): https://www.fbscience.com/Landmark/articles/pdf/Landmark4579.pdf",,,,Too divergent? https://github.com/nextstrain/cov/blob/master/SARS/config/exclude_SARS.txt,,,,
AY545914|HC/SZ/79/03|Civet_Shenzhen|China_Shenzhen|2003.9932,2003-12-29,Date of collection (unsure),Table A.1 -- Further dates were procured either from the literature or via personal communication,https://era.ed.ac.uk/handle/1842/5859,,,,,,,
AY545916|HC/SZ/266/03|Civet|China_Shenzhen|2003.8068,2003-10-22,Date of collection (unsure),Table A.1 -- Further dates were procured either from the literature or via personal communication,https://era.ed.ac.uk/handle/1842/5859,,,,,,,
AY545918|HC/GZ/32/03|Civet|China|2003.9466,2003-12-12,Date of collection (unsure),Table A.1 -- Further dates were procured either from the literature or via personal communication,https://era.ed.ac.uk/handle/1842/5859,,,,,,,
AY545919|CFB/SZ/94/03|Ferret_Badger|China_Shenzhen|2003.9932,2003-12-29,Date of collection (unsure),Table A.1 -- Further dates were procured either from the literature or via personal communication,https://era.ed.ac.uk/handle/1842/5859,,,,,,,
AY545915|HC/SZ/DM1/03|Civet|China_Shenzhen|2003.8479,2003-11-06,Date of collection (unsure),Table A.1 -- Further dates were procured either from the literature or via personal communication,https://era.ed.ac.uk/handle/1842/5859,,,,,,,
AY545917|HC/GZ/81/03|Civet|China|2003.9986,2003-12-31,Date of collection (unsure),Table A.1 -- Further dates were procured either from the literature or via personal communication,https://era.ed.ac.uk/handle/1842/5859,,,,,,,
AY394982|HGZ8L1-B|Human|China_Guangdong_Guangzhou|2003.0863,2003-02-15,Estimated midpoint: epidemic bounds,Middle phase according to Sfig 6: https://www.science.org/doi/full/10.1126/science.1092002 -- defined as 1 Feb - 21 Feb (set to midpoint),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/,,"Isolate (HGZ8L1-A) of Ward L1 of the same hospital (Hospital GZS-8): https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/; He was further transferred to Hospital GZS-8 on 8 February 2003. He probably infected three hospital staff members there, while he had an intubation procedure for ventilatory support. Apparently, he did not cause further hospital infections in Hospital GZS-8. The infection in the Ward L2 of Hospital GZS-8 seems to have been caused by his hospitalized friends and relatives. (of ZZF): Table 1: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/",,,,,
AY394981|HGZ8L1-A|Human|China_Guangdong_Guangzhou|2003.0863,2003-01-31,Estimated midpoint: epidemic bounds,Early phase according to Sfig 6: https://www.science.org/doi/full/10.1126/science.1092002#FIG2   -- defined as Nov 2002 (Guangzhou cases only start in January see Fig S1) - end of January 2003. But index patient was transferred 8 Feb (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/) so set to last week in Jan?,,,"Isolate (HGZ8L1-A) of Ward L1 of the same hospital (Hospital GZS-8): https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/; All of the
isolates exhibiting this sequence (GZ02, HGZ8L1-A, HSZ-A,
HSZ-B, and HSZ-C, Fig. 2) were obtained from patients with
contact histories traceable to some of the earliest independent
cases in Guangzhou:https://www.science.org/cms/asset/9c3d2475-8b92-42b6-9490-d3663b8215b7/pap.pdf -- He was further transferred to Hospital GZS-8 on 8 February 2003. He probably infected three hospital staff members there, while he had an intubation procedure for ventilatory support. Apparently, he did not cause further hospital infections in Hospital GZS-8. The infection in the Ward L2 of Hospital GZS-8 seems to have been caused by his hospitalized friends and relatives. (of ZZF): Table 1: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/",,,,,
AY394993|HGZ8L2|Human|China_Guangdong_Guangzhou|2003.1219,2003-02-25,Estimated midpoint: epidemic bounds,Middle phase according to Sfig 6: https://www.science.org/doi/full/10.1126/science.1092002#FIG2 -- defined as 1 Feb - end of Feb -- but tertiary infection so set to late Feb,,,(Tertiary) Infection in the Ward L2 of Hospital GZS-8 : https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2435571/,,,,,
DQ514528|ES188|Civet|China_Hubei|2003.0,2003-xx-xx,No additional information,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1900161/,,the S glycoprotein genes were recovered from naturally infected civets in central China (Hubei province): https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1900161/,,,,,
DQ514529|ES191|Civet|China_Hubei|2003.0,2003-xx-xx,No additional information,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1900161/,,the S glycoprotein genes were recovered from naturally infected civets in central China (Hubei province): https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1900161/,,,,,
DQ514530|ES260|Civet|China_Hubei|2003.0,2003-xx-xx,No additional information,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1900161/,,the S glycoprotein genes were recovered from naturally infected civets in central China (Hubei province): https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1900161/,,,,,
